28,079,004,01,38,02,2020,02,10,00013,V,00010,V,00010,V,00009,V,00008,V,00009,V,00009,V,00009,V,00008,V,00008,V,00009,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N
28,079,004,06,48,02,2020,02,10,000.7,V,000.4,V,000.3,V,000.2,V,000.1,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.3,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N
28,079,004,07,08,02,2020,02,10,00098,V,00042,V,00025,V,00008,V,00007,V,00031,V,00018,V,00014,V,00014,V,00026,V,00033,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N
28,079,004,08,08,02,2020,02,10,00064,V,00049,V,00043,V,00046,V,00033,V,00033,V,00024,V,00027,V,00037,V,00047,V,00052,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N
28,079,004,12,08,02,2020,02,10,00213,V,00114,V,00081,V,00059,V,00043,V,00081,V,00051,V,00048,V,00058,V,00087,V,00103,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N,00000,N
28,079,008,01,38,02,2020,02,10,00006,V,00006,V,00006,V,00006,V,00006,V,00006,V,00006,V,00006,V,00006,V,00007,V,00007,V,00006,V,00006,V,00006,N,00006,V,00006,V,00007,V,00006,V,00007,V,00000,N,00000,N,00000,N,00000,N,00000,N
28,079,008,06,48,02,2020,02,10,000.4,V,000.3,V,000.3,V,000.3,V,000.3,V,000.3,V,000.3,V,000.4,V,000.5,V,000.5,V,000.5,V,000.4,V,000.4,V,000.4,N,000.5,V,000.4,V,000.4,V,000.4,V,000.5,V,00000,N,00000,N,00000,N,00000,N,00000,N
28,079,008,07,08,02,2020,02,10,00030,V,00006,V,00007,V,00006,V,00006,V,00010,V,00007,V,00015,V,00027,V,00049,V,00059,V,00054,V,00046,V,00129,N,00036,V,00024,V,00019,V,00020,V,00026,V,00000,N,00000,N,00000,N,00000,N,00000,N
28,079,008,08,08,02,2020,02,10,00056,V,00036,V,00040,V,00041,V,00037,V,00030,V,00032,V,00036,V,00044,V,00051,V,00056,V,00057,V,00055,V,00110,N,00057,V,00049,V,00047,V,00053,V,00058,V,00000,N,00000,N,00000,N,00000,N,00000,N
28,079,008,09,47,02,2020,02,10,00014,V,00013,V,00009,V,00011,V,00011,V,00011,V,00011,V,00010,V,00008,V,00008,V,00019,V,00020,V,00021,V,00030,V,00001,M,00001,M,00012,V,00012,V,00018,V,00000,N,00000,N,00000,N,00000,N,00000,N
28,079,008,10,47,02,2020,02,10,00021,V,00017,V,00013,V,00016,V,00016,V,00014,V,00014,V,00014,V,00012,V,00014,V,00027,V,00029,V,00030,V,00040,V,00001,M,00001,M,00020,V,00022,V,00030,V,00000,N,00000,N,00000,N,00000,N,00000,N
28,079,008,12,08,02,2020,02,10,00103,V,00045,V,00050,V,00050,V,00045,V,00045,V,00043,V,00058,V,00086,V,00125,V,00146,V,00141,V,00125,V,00240,N,00113,V,00086,V,00076,V,00084,V,00098,V,00000,N,00000,N,00000,N,00000,N,00000,N
28,079,008,14,06,02,2020,02,10,00009,V,00024,V,00011,V,00006,V,00008,V,00015,V,00013,V,00015,V,00006,V,00004,V,00005,V,00006,V,00010,V,00018,M,00025,V,00030,V,00032,V,00023,V,00018,V,00000,N,00000,N,00000,N,00000,N,00000,N
28,079,008,20,59,02,2020,02,10,003.1,V,001.7,V,001.1,V,001.4,V,001.4,V,001.2,V,001.1,V,001.1,V,001.4,V,002.4,V,003.6,V,003.3,V,003.8,V,004.1,V,005.7,V,005.0,V,004.3,V,003.9,V,004.2,V,00000,N,00000,N,00000,N,00000,N,00000,N
28,079,008,22,00,02,2020,02,10,00003,V,00002,V,00002,V,00002,V,00002,V,00002,V,00002,V,00002,V,00003,V,00004,V,00005,V,00005,V,00004,V,00004,V,00003,V,00003,V,00003,V,00003,V,00003,V,00000,N,00000,N,00000,N,00000,N,00000,N
28,079,008,30,59,02,2020,02,10,000.9,V,000.6,V,000.4,V,000.5,V,000.5,V,000.5,V,000.5,V,000.5,V,000.7,V,001.0,V,000.9,V,000.8,V,000.8,V,000.8,V,000.8,V,000.8,V,000.8,V,000.7,V,000.9,V,00000,N,00000,N,00000,N,00000,N,00000,N
28,079,008,35,59,02,2020,02,10,001.4,V,001.1,V,001.0,V,001.1,V,001.0,V,001.0,V,001.0,V,001.0,V,001.0,V,001.2,V,001.4,V,001.7,V,001.8,V,001.5,V,001.0,V,001.6,V,001.9,V,002.0,V,002.2,V,00000,N,00000,N,00000,N,00000,N,00000,N
28,079,008,42,02,02,2020,02,10,01.56,V,01.47,V,01.52,V,01.71,V,01.78,V,01.63,V,01.67,V,01.47,V,01.48,V,01.58,V,01.63,V,01.61,V,01.57,V,01.57,N,01.58,V,01.56,V,01.67,V,01.70,V,01.54,V,00000,N,00000,N,00000,N,00000,N,00000,N
